REF_DATE	GEO	National Occupational Classification (NOC)	VALUE
2012	British Columbia	Service representatives and other customer and personal services occupations [65]	123.3
2012	British Columbia	Sales support occupations [66]	74.9
2012	British Columbia	Service support and other service occupations, n.e.c. [67]	121.7
2012	British Columbia	Trades, transport and equipment operators and related occupations [7]	347
2012	British Columbia	Industrial, electrical and construction trades [72]	132.1
2012	British Columbia	Maintenance and equipment operation trades [73]	72.8
2012	British Columbia	Other installers, repairers and servicers and material handlers [74]	37.2
2012	British Columbia	Transport and heavy equipment operation and related maintenance occupations [75]	82.8
2012	British Columbia	Trades helpers, construction labourers and related occupations [76]	22
2012	British Columbia	Natural resources, agriculture and related production occupations [8]	52
2012	British Columbia	Supervisors and technical occupations in natural resources, agriculture and related production [82]	21.6
2012	British Columbia	Workers in natural resources, agriculture and related production [84]	13.1
2012	British Columbia	Harvesting, landscaping and natural resources labourers [86]	17.3
2012	British Columbia	Occupations in manufacturing and utilities [9]	70.2
2012	British Columbia	Processing, manufacturing and utilities supervisors and central control operators [92]	16.3
2012	British Columbia	Processing and manufacturing machine operators and related production workers [94]	26.2
2012	British Columbia	Assemblers in manufacturing [95]	11.7
2012	British Columbia	Labourers in processing, manufacturing and utilities [96]	16
2013	Newfoundland and Labrador	Total employed, all occupations	240.5
2013	Newfoundland and Labrador	Management occupations [0]	18
2013	Newfoundland and Labrador	Senior management occupations [00]	1
2013	Newfoundland and Labrador	Specialized middle management occupations [01-05]	6
2013	Newfoundland and Labrador	Middle management occupations in retail and wholesale trade and customer services [06]	7.5
2013	Newfoundland and Labrador	Middle management occupations in trades, transportation, production and utilities [07-09]	3.4
2013	Newfoundland and Labrador	Business, finance and administration occupations [1]	33.9
2013	Newfoundland and Labrador	Professional occupations in business and finance [11]	5.8
2013	Newfoundland and Labrador	Administrative and financial supervisors and administrative occupations [12]	11.5
2013	Newfoundland and Labrador	Finance, insurance and related business administrative occupations [13]	1.3
2013	Newfoundland and Labrador	Office support occupations [14]	12
2013	Newfoundland and Labrador	Distribution, tracking and scheduling co-ordination occupations [15]	3.4
2013	Newfoundland and Labrador	Natural and applied sciences and related occupations [2]	16.6
2013	Newfoundland and Labrador	Professional occupations in natural and applied sciences [21]	7.1
2013	Newfoundland and Labrador	Technical occupations related to natural and applied sciences [22]	9.4
2013	Newfoundland and Labrador	Health occupations [3]	20.2
2013	Newfoundland and Labrador	Professional occupations in nursing [30]	6.7
2013	Newfoundland and Labrador	Professional occupations in health (except nursing) [31]	4.4
2013	Newfoundland and Labrador	Technical occupations in health [32]	5.6
2013	Newfoundland and Labrador	Assisting occupations in support of health services [34]	3.5
2013	Newfoundland and Labrador	Occupations in education, law and social, community and government services [4]	31.7
2013	Newfoundland and Labrador	Professional occupations in education services [40]	9.8
2013	Newfoundland and Labrador	Professional occupations in law and social, community and government services [41]	6.2
2013	Newfoundland and Labrador	Paraprofessional occupations in legal, social, community and education services [42]	4.6
2013	Newfoundland and Labrador	Occupations in front-line public protection services [43]	2
2013	Newfoundland and Labrador	Care providers and educational, legal and public protection support occupations [44]	9.2
2013	Newfoundland and Labrador	Occupations in art, culture, recreation and sport [5]	4.2
2013	Newfoundland and Labrador	Professional occupations in art and culture [51]	1.2
2013	Newfoundland and Labrador	Technical occupations in art, culture, recreation and sport [52]	3
2013	Newfoundland and Labrador	Sales and service occupations [6]	57.2
2013	Newfoundland and Labrador	Retail sales supervisors and specialized sales occupations [62]	6.6
2013	Newfoundland and Labrador	Service supervisors and specialized service occupations [63]	9.4
2013	Newfoundland and Labrador	Sales representatives and salespersons - wholesale and retail trade [64]	9.6
2013	Newfoundland and Labrador	Service representatives and other customer and personal services occupations [65]	10.3
2013	Newfoundland and Labrador	Sales support occupations [66]	9.7
2013	Newfoundland and Labrador	Service support and other service occupations, n.e.c. [67]	11.8
2013	Newfoundland and Labrador	Trades, transport and equipment operators and related occupations [7]	42.1
2013	Newfoundland and Labrador	Industrial, electrical and construction trades [72]	16.7
2013	Newfoundland and Labrador	Maintenance and equipment operation trades [73]	9.1
2013	Newfoundland and Labrador	Other installers, repairers and servicers and material handlers [74]	2.9
2013	Newfoundland and Labrador	Transport and heavy equipment operation and related maintenance occupations [75]	9.7
2013	Newfoundland and Labrador	Trades helpers, construction labourers and related occupations [76]	3.8
2013	Newfoundland and Labrador	Natural resources, agriculture and related production occupations [8]	10.1
2013	Newfoundland and Labrador	Supervisors and technical occupations in natural resources, agriculture and related production [82]	6.5
2013	Newfoundland and Labrador	Workers in natural resources, agriculture and related production [84]	1.8
2013	Newfoundland and Labrador	Harvesting, landscaping and natural resources labourers [86]	1.9
2013	Newfoundland and Labrador	Occupations in manufacturing and utilities [9]	6.4
2013	Newfoundland and Labrador	Processing, manufacturing and utilities supervisors and central control operators [92]	1.7
2013	Newfoundland and Labrador	Processing and manufacturing machine operators and related production workers [94]	1.8
2013	Newfoundland and Labrador	Assemblers in manufacturing [95]	0.7
2013	Newfoundland and Labrador	Labourers in processing, manufacturing and utilities [96]	2.1
2013	Nova Scotia	Total employed, all occupations	449
2013	Nova Scotia	Management occupations [0]	40.1
2013	Nova Scotia	Senior management occupations [00]	2.1
2013	Nova Scotia	Specialized middle management occupations [01-05]	13.6
2013	Nova Scotia	Middle management occupations in retail and wholesale trade and customer services [06]	13.9
2013	Nova Scotia	Middle management occupations in trades, transportation, production and utilities [07-09]	10.5
2013	Nova Scotia	Business, finance and administration occupations [1]	65.9
2013	Nova Scotia	Professional occupations in business and finance [11]	13.1
2013	Nova Scotia	Administrative and financial supervisors and administrative occupations [12]	18.2
2013	Nova Scotia	Finance, insurance and related business administrative occupations [13]	4.9
2013	Nova Scotia	Office support occupations [14]	20.6
2013	Nova Scotia	Distribution, tracking and scheduling co-ordination occupations [15]	9
2013	Nova Scotia	Natural and applied sciences and related occupations [2]	26.3
2013	Nova Scotia	Professional occupations in natural and applied sciences [21]	12.3
2013	Nova Scotia	Technical occupations related to natural and applied sciences [22]	14
2013	Nova Scotia	Health occupations [3]	40
2013	Nova Scotia	Professional occupations in nursing [30]	9.4
2013	Nova Scotia	Professional occupations in health (except nursing) [31]	8.4
2013	Nova Scotia	Technical occupations in health [32]	10.7
2013	Nova Scotia	Assisting occupations in support of health services [34]	11.5
2013	Nova Scotia	Occupations in education, law and social, community and government services [4]	50.1
2013	Nova Scotia	Professional occupations in education services [40]	18.9
2013	Nova Scotia	Professional occupations in law and social, community and government services [41]	9.9
2013	Nova Scotia	Paraprofessional occupations in legal, social, community and education services [42]	9.2
2013	Nova Scotia	Occupations in front-line public protection services [43]	3
2013	Nova Scotia	Care providers and educational, legal and public protection support occupations [44]	9.1
2013	Nova Scotia	Occupations in art, culture, recreation and sport [5]	12
2013	Nova Scotia	Professional occupations in art and culture [51]	4.9
2013	Nova Scotia	Technical occupations in art, culture, recreation and sport [52]	7
2013	Nova Scotia	Sales and service occupations [6]	120.1
2013	Nova Scotia	Retail sales supervisors and specialized sales occupations [62]	13.4
2013	Nova Scotia	Service supervisors and specialized service occupations [63]	20.2
2013	Nova Scotia	Sales representatives and salespersons - wholesale and retail trade [64]	21.1
2013	Nova Scotia	Service representatives and other customer and personal services occupations [65]	24.9
2013	Nova Scotia	Sales support occupations [66]	17.5
2013	Nova Scotia	Service support and other service occupations, n.e.c. [67]	23
2013	Nova Scotia	Trades, transport and equipment operators and related occupations [7]	64
2013	Nova Scotia	Industrial, electrical and construction trades [72]	23.6
2013	Nova Scotia	Maintenance and equipment operation trades [73]	14.9
2013	Nova Scotia	Other installers, repairers and servicers and material handlers [74]	5.7
2013	Nova Scotia	Transport and heavy equipment operation and related maintenance occupations [75]	15.5
2013	Nova Scotia	Trades helpers, construction labourers and related occupations [76]	4.4
2013	Nova Scotia	Natural resources, agriculture and related production occupations [8]	14.2
2013	Nova Scotia	Supervisors and technical occupations in natural resources, agriculture and related production [82]	6.8
2013	Nova Scotia	Workers in natural resources, agriculture and related production [84]	4.5
2013	Nova Scotia	Harvesting, landscaping and natural resources labourers [86]	2.9
2013	Nova Scotia	Occupations in manufacturing and utilities [9]	16.3
2013	Nova Scotia	Processing, manufacturing and utilities supervisors and central control operators [92]	4.2
2013	Nova Scotia	Processing and manufacturing machine operators and related production workers [94]	6.5
2013	Nova Scotia	Assemblers in manufacturing [95]	3
2013	Nova Scotia	Labourers in processing, manufacturing and utilities [96]	2.5
2013	New Brunswick	Total employed, all occupations	354.7
2013	New Brunswick	Management occupations [0]	26.6
2013	New Brunswick	Senior management occupations [00]	1.2
2013	New Brunswick	Specialized middle management occupations [01-05]	8.3
2013	New Brunswick	Middle management occupations in retail and wholesale trade and customer services [06]	11.1
2013	New Brunswick	Middle management occupations in trades, transportation, production and utilities [07-09]	6
2013	New Brunswick	Business, finance and administration occupations [1]	52.1
2013	New Brunswick	Professional occupations in business and finance [11]	9.2
2013	New Brunswick	Administrative and financial supervisors and administrative occupations [12]	14.1
2013	New Brunswick	Finance, insurance and related business administrative occupations [13]	5.1
2013	New Brunswick	Office support occupations [14]	17.2
2013	New Brunswick	Distribution, tracking and scheduling co-ordination occupations [15]	6.5
2013	New Brunswick	Natural and applied sciences and related occupations [2]	20.8
2013	New Brunswick	Professional occupations in natural and applied sciences [21]	9.4
2013	New Brunswick	Technical occupations related to natural and applied sciences [22]	11.4
2013	New Brunswick	Health occupations [3]	29.5
2013	New Brunswick	Professional occupations in nursing [30]	8.6
2013	New Brunswick	Professional occupations in health (except nursing) [31]	5.3
2013	New Brunswick	Technical occupations in health [32]	7.7
2013	New Brunswick	Assisting occupations in support of health services [34]	7.9
2013	New Brunswick	Occupations in education, law and social, community and government services [4]	39.2
2013	New Brunswick	Professional occupations in education services [40]	14.8
2013	New Brunswick	Professional occupations in law and social, community and government services [41]	8.2
2013	New Brunswick	Paraprofessional occupations in legal, social, community and education services [42]	6.6
2013	New Brunswick	Occupations in front-line public protection services [43]	1.8
2013	New Brunswick	Care providers and educational, legal and public protection support occupations [44]	7.8
2013	New Brunswick	Occupations in art, culture, recreation and sport [5]	6.5
2013	New Brunswick	Professional occupations in art and culture [51]	2.3
2013	New Brunswick	Technical occupations in art, culture, recreation and sport [52]	4.2
2013	New Brunswick	Sales and service occupations [6]	95.3
2013	New Brunswick	Retail sales supervisors and specialized sales occupations [62]	10.9
2013	New Brunswick	Service supervisors and specialized service occupations [63]	15.7
2013	New Brunswick	Sales representatives and salespersons - wholesale and retail trade [64]	14.6
2013	New Brunswick	Service representatives and other customer and personal services occupations [65]	19.6
2013	New Brunswick	Sales support occupations [66]	15.1
2013	New Brunswick	Service support and other service occupations, n.e.c. [67]	19.4
2013	New Brunswick	Trades, transport and equipment operators and related occupations [7]	58.2
2013	New Brunswick	Industrial, electrical and construction trades [72]	19.6
2013	New Brunswick	Maintenance and equipment operation trades [73]	13.3
2013	New Brunswick	Other installers, repairers and servicers and material handlers [74]	4.8
2013	New Brunswick	Transport and heavy equipment operation and related maintenance occupations [75]	16.9
2013	New Brunswick	Trades helpers, construction labourers and related occupations [76]	3.7
2013	New Brunswick	Natural resources, agriculture and related production occupations [8]	11.2
2013	New Brunswick	Supervisors and technical occupations in natural resources, agriculture and related production [82]	5.2
2013	New Brunswick	Workers in natural resources, agriculture and related production [84]	3.6
2013	New Brunswick	Harvesting, landscaping and natural resources labourers [86]	2.4
2013	New Brunswick	Occupations in manufacturing and utilities [9]	15.3
2013	New Brunswick	Processing, manufacturing and utilities supervisors and central control operators [92]	3.5
2013	New Brunswick	Processing and manufacturing machine operators and related production workers [94]	6.3
2013	New Brunswick	Assemblers in manufacturing [95]	1.6
2013	New Brunswick	Labourers in processing, manufacturing and utilities [96]	3.8
2013	Quebec	Total employed, all occupations	4026.4
2013	Quebec	Management occupations [0]	340.1
2013	Quebec	Senior management occupations [00]	12.8
2013	Quebec	Specialized middle management occupations [01-05]	101
2013	Quebec	Middle management occupations in retail and wholesale trade and customer services [06]	125.6
2013	Quebec	Middle management occupations in trades, transportation, production and utilities [07-09]	100.6
2013	Quebec	Business, finance and administration occupations [1]	646.5
2013	Quebec	Professional occupations in business and finance [11]	152.8
2013	Quebec	Administrative and financial supervisors and administrative occupations [12]	218.5
2013	Quebec	Finance, insurance and related business administrative occupations [13]	24.4
2013	Quebec	Office support occupations [14]	182.6
2013	Quebec	Distribution, tracking and scheduling co-ordination occupations [15]	68.2
2013	Quebec	Natural and applied sciences and related occupations [2]	318
2013	Quebec	Professional occupations in natural and applied sciences [21]	170.7
2013	Quebec	Technical occupations related to natural and applied sciences [22]	147.3
2013	Quebec	Health occupations [3]	271.6
2013	Quebec	Professional occupations in nursing [30]	70.1
2013	Quebec	Professional occupations in health (except nursing) [31]	54.5
2013	Quebec	Technical occupations in health [32]	80.4
2013	Quebec	Assisting occupations in support of health services [34]	66.6
2013	Quebec	Occupations in education, law and social, community and government services [4]	473
2013	Quebec	Professional occupations in education services [40]	175.2
2013	Quebec	Professional occupations in law and social, community and government services [41]	102.1
2013	Quebec	Paraprofessional occupations in legal, social, community and education services [42]	135.6
2013	Quebec	Occupations in front-line public protection services [43]	20.4
2013	Quebec	Care providers and educational, legal and public protection support occupations [44]	39.8
2013	Quebec	Occupations in art, culture, recreation and sport [5]	134
2013	Quebec	Professional occupations in art and culture [51]	51.4
2013	Quebec	Technical occupations in art, culture, recreation and sport [52]	82.7
2013	Quebec	Sales and service occupations [6]	993.3
2013	Quebec	Retail sales supervisors and specialized sales occupations [62]	115.3
2013	Quebec	Service supervisors and specialized service occupations [63]	157.9
2013	Quebec	Sales representatives and salespersons - wholesale and retail trade [64]	176.1
2013	Quebec	Service representatives and other customer and personal services occupations [65]	187
2013	Quebec	Sales support occupations [66]	147.8
2013	Quebec	Service support and other service occupations, n.e.c. [67]	209.1
2013	Quebec	Trades, transport and equipment operators and related occupations [7]	571.2
2013	Quebec	Industrial, electrical and construction trades [72]	195.4
2013	Quebec	Maintenance and equipment operation trades [73]	125.3
2013	Quebec	Other installers, repairers and servicers and material handlers [74]	67
2013	Quebec	Transport and heavy equipment operation and related maintenance occupations [75]	151.1
2013	Quebec	Trades helpers, construction labourers and related occupations [76]	32.3
2013	Quebec	Natural resources, agriculture and related production occupations [8]	58.8
2013	Quebec	Supervisors and technical occupations in natural resources, agriculture and related production [82]	19.5
2013	Quebec	Workers in natural resources, agriculture and related production [84]	24.8
2013	Quebec	Harvesting, landscaping and natural resources labourers [86]	14.5
2013	Quebec	Occupations in manufacturing and utilities [9]	219.8
2013	Quebec	Processing, manufacturing and utilities supervisors and central control operators [92]	39.5
2013	Quebec	Processing and manufacturing machine operators and related production workers [94]	87.3
2013	Quebec	Assemblers in manufacturing [95]	48.4
2013	Quebec	Labourers in processing, manufacturing and utilities [96]	44.6
2013	Ontario	Total employed, all occupations	6768.1
2013	Ontario	Management occupations [0]	648.5
2013	Ontario	Senior management occupations [00]	27.3
2013	Ontario	Specialized middle management occupations [01-05]	225.8
2013	Ontario	Middle management occupations in retail and wholesale trade and customer services [06]	216.3
2013	Ontario	Middle management occupations in trades, transportation, production and utilities [07-09]	179.1
2013	Ontario	Business, finance and administration occupations [1]	1146.5
2013	Ontario	Professional occupations in business and finance [11]	290.2
2013	Ontario	Administrative and financial supervisors and administrative occupations [12]	308.8
2013	Ontario	Finance, insurance and related business administrative occupations [13]	82
2013	Ontario	Office support occupations [14]	333.1
2013	Ontario	Distribution, tracking and scheduling co-ordination occupations [15]	132.4
2013	Ontario	Natural and applied sciences and related occupations [2]	510
2013	Ontario	Professional occupations in natural and applied sciences [21]	305.3
2013	Ontario	Technical occupations related to natural and applied sciences [22]	204.8
2013	Ontario	Health occupations [3]	441.5
2013	Ontario	Professional occupations in nursing [30]	119.3
2013	Ontario	Professional occupations in health (except nursing) [31]	102.4
2013	Ontario	Technical occupations in health [32]	119.3
2013	Ontario	Assisting occupations in support of health services [34]	100.5
2013	Ontario	Occupations in education, law and social, community and government services [4]	765.9
2013	Ontario	Professional occupations in education services [40]	284.1
2013	Ontario	Professional occupations in law and social, community and government services [41]	194.4
2013	Ontario	Paraprofessional occupations in legal, social, community and education services [42]	149.9
2013	Ontario	Occupations in front-line public protection services [43]	39.9
2013	Ontario	Care providers and educational, legal and public protection support occupations [44]	97.6
2013	Ontario	Occupations in art, culture, recreation and sport [5]	221.8
2013	Ontario	Professional occupations in art and culture [51]	85.4
2013	Ontario	Technical occupations in art, culture, recreation and sport [52]	136.4
2013	Ontario	Sales and service occupations [6]	1679.3
2013	Ontario	Retail sales supervisors and specialized sales occupations [62]	222.7
2013	Ontario	Service supervisors and specialized service occupations [63]	234
2013	Ontario	Sales representatives and salespersons - wholesale and retail trade [64]	301
2013	Ontario	Service representatives and other customer and personal services occupations [65]	351
2013	Ontario	Sales support occupations [66]	232.2
2013	Ontario	Service support and other service occupations, n.e.c. [67]	338.5
2013	Ontario	Trades, transport and equipment operators and related occupations [7]	889.3
2013	Ontario	Industrial, electrical and construction trades [72]	292.7
2013	Ontario	Maintenance and equipment operation trades [73]	198.8
2013	Ontario	Other installers, repairers and servicers and material handlers [74]	105
2013	Ontario	Transport and heavy equipment operation and related maintenance occupations [75]	231.5
2013	Ontario	Trades helpers, construction labourers and related occupations [76]	61.3
2013	Ontario	Natural resources, agriculture and related production occupations [8]	86.2
2013	Ontario	Supervisors and technical occupations in natural resources, agriculture and related production [82]	29.9
2013	Ontario	Workers in natural resources, agriculture and related production [84]	27.3
2013	Ontario	Harvesting, landscaping and natural resources labourers [86]	29
2013	Ontario	Occupations in manufacturing and utilities [9]	379.1
2013	Ontario	Processing, manufacturing and utilities supervisors and central control operators [92]	74.1
2013	Ontario	Processing and manufacturing machine operators and related production workers [94]	136.1
2013	Ontario	Assemblers in manufacturing [95]	107
2013	Ontario	Labourers in processing, manufacturing and utilities [96]	61.9
2013	Manitoba	Total employed, all occupations	622.4
2013	Manitoba	Management occupations [0]	58.8
2013	Manitoba	Senior management occupations [00]	2
2013	Manitoba	Specialized middle management occupations [01-05]	13.3
2013	Manitoba	Middle management occupations in retail and wholesale trade and customer services [06]	17.7
2013	Manitoba	Middle management occupations in trades, transportation, production and utilities [07-09]	25.8
2013	Manitoba	Business, finance and administration occupations [1]	91.9
2013	Manitoba	Professional occupations in business and finance [11]	16.7
2013	Manitoba	Administrative and financial supervisors and administrative occupations [12]	25.3
2013	Manitoba	Finance, insurance and related business administrative occupations [13]	8.3
2013	Manitoba	Office support occupations [14]	29.6
2013	Manitoba	Distribution, tracking and scheduling co-ordination occupations [15]	12
2013	Manitoba	Natural and applied sciences and related occupations [2]	34.5
2013	Manitoba	Professional occupations in natural and applied sciences [21]	15.7
2013	Manitoba	Technical occupations related to natural and applied sciences [22]	18.8
2013	Manitoba	Health occupations [3]	52
2013	Manitoba	Professional occupations in nursing [30]	13.3
2013	Manitoba	Professional occupations in health (except nursing) [31]	7.6
2013	Manitoba	Technical occupations in health [32]	11.7
2013	Manitoba	Assisting occupations in support of health services [34]	19.4
2013	Manitoba	Occupations in education, law and social, community and government services [4]	71.2
2013	Manitoba	Professional occupations in education services [40]	23
2013	Manitoba	Professional occupations in law and social, community and government services [41]	13
2013	Manitoba	Paraprofessional occupations in legal, social, community and education services [42]	17.3
2013	Manitoba	Occupations in front-line public protection services [43]	3.9
2013	Manitoba	Care providers and educational, legal and public protection support occupations [44]	14
2013	Manitoba	Occupations in art, culture, recreation and sport [5]	15.2
2013	Manitoba	Professional occupations in art and culture [51]	5.6
2013	Manitoba	Technical occupations in art, culture, recreation and sport [52]	9.6
2013	Manitoba	Sales and service occupations [6]	150.6
2013	Manitoba	Retail sales supervisors and specialized sales occupations [62]	16.6
2013	Manitoba	Service supervisors and specialized service occupations [63]	23.3
2013	Manitoba	Sales representatives and salespersons - wholesale and retail trade [64]	23.8
2013	Manitoba	Service representatives and other customer and personal services occupations [65]	30
2013	Manitoba	Sales support occupations [66]	22.5
2013	Manitoba	Service support and other service occupations, n.e.c. [67]	34.3
2013	Manitoba	Trades, transport and equipment operators and related occupations [7]	100.2
2013	Manitoba	Industrial, electrical and construction trades [72]	34.4
2013	Manitoba	Maintenance and equipment operation trades [73]	23.8
2013	Manitoba	Other installers, repairers and servicers and material handlers [74]	9.3
2013	Manitoba	Transport and heavy equipment operation and related maintenance occupations [75]	26.4
2013	Manitoba	Trades helpers, construction labourers and related occupations [76]	6.3
2013	Manitoba	Natural resources, agriculture and related production occupations [8]	15.4
2013	Manitoba	Supervisors and technical occupations in natural resources, agriculture and related production [82]	4.2
2013	Manitoba	Workers in natural resources, agriculture and related production [84]	7.8
2013	Manitoba	Harvesting, landscaping and natural resources labourers [86]	3.4
2013	Manitoba	Occupations in manufacturing and utilities [9]	32.6
2013	Manitoba	Processing, manufacturing and utilities supervisors and central control operators [92]	6.6
2013	Manitoba	Processing and manufacturing machine operators and related production workers [94]	12.1
2013	Manitoba	Assemblers in manufacturing [95]	9.3
2013	Manitoba	Labourers in processing, manufacturing and utilities [96]	4.5
2013	Saskatchewan	Total employed, all occupations	560.6
2013	Saskatchewan	Management occupations [0]	74.1
2013	Saskatchewan	Senior management occupations [00]	1.6
2013	Saskatchewan	Specialized middle management occupations [01-05]	11.8
2013	Saskatchewan	Middle management occupations in retail and wholesale trade and customer services [06]	15.5
2013	Saskatchewan	Middle management occupations in trades, transportation, production and utilities [07-09]	45.1
2013	Saskatchewan	Business, finance and administration occupations [1]	80.3
2013	Saskatchewan	Professional occupations in business and finance [11]	13.9
2013	Saskatchewan	Administrative and financial supervisors and administrative occupations [12]	22
2013	Saskatchewan	Finance, insurance and related business administrative occupations [13]	9.1
2013	Saskatchewan	Office support occupations [14]	25.6
2013	Saskatchewan	Distribution, tracking and scheduling co-ordination occupations [15]	9.7
2013	Saskatchewan	Natural and applied sciences and related occupations [2]	27.2
2013	Saskatchewan	Professional occupations in natural and applied sciences [21]	13.2
2013	Saskatchewan	Technical occupations related to natural and applied sciences [22]	14
2013	Saskatchewan	Health occupations [3]	41.2
2013	Saskatchewan	Professional occupations in nursing [30]	11.6
2013	Saskatchewan	Professional occupations in health (except nursing) [31]	6.5
2013	Saskatchewan	Technical occupations in health [32]	11.5
2013	Saskatchewan	Assisting occupations in support of health services [34]	11.5
2013	Saskatchewan	Occupations in education, law and social, community and government services [4]	60.1
2013	Saskatchewan	Professional occupations in education services [40]	21.8
2013	Saskatchewan	Professional occupations in law and social, community and government services [41]	12.3
2013	Saskatchewan	Paraprofessional occupations in legal, social, community and education services [42]	12
2013	Saskatchewan	Occupations in front-line public protection services [43]	3.6
2013	Saskatchewan	Care providers and educational, legal and public protection support occupations [44]	10.4
2013	Saskatchewan	Occupations in art, culture, recreation and sport [5]	9.7
2013	Saskatchewan	Professional occupations in art and culture [51]	3.3
2013	Saskatchewan	Technical occupations in art, culture, recreation and sport [52]	6.4
2013	Saskatchewan	Sales and service occupations [6]	126.1
2013	Saskatchewan	Retail sales supervisors and specialized sales occupations [62]	16.8
2013	Saskatchewan	Service supervisors and specialized service occupations [63]	18.5
2013	Saskatchewan	Sales representatives and salespersons - wholesale and retail trade [64]	21.3
2013	Saskatchewan	Service representatives and other customer and personal services occupations [65]	22.6
2013	Saskatchewan	Sales support occupations [66]	18.1
2013	Saskatchewan	Service support and other service occupations, n.e.c. [67]	28.7
2013	Saskatchewan	Trades, transport and equipment operators and related occupations [7]	101.8
2013	Saskatchewan	Industrial, electrical and construction trades [72]	36.7
2013	Saskatchewan	Maintenance and equipment operation trades [73]	25
2013	Saskatchewan	Other installers, repairers and servicers and material handlers [74]	7.7
2013	Saskatchewan	Transport and heavy equipment operation and related maintenance occupations [75]	24.8
2013	Saskatchewan	Trades helpers, construction labourers and related occupations [76]	7.7
2013	Saskatchewan	Natural resources, agriculture and related production occupations [8]	24.9
2013	Saskatchewan	Supervisors and technical occupations in natural resources, agriculture and related production [82]	10.5
2013	Saskatchewan	Workers in natural resources, agriculture and related production [84]	10.4
2013	Saskatchewan	Harvesting, landscaping and natural resources labourers [86]	4
2013	Saskatchewan	Occupations in manufacturing and utilities [9]	15.2
2013	Saskatchewan	Processing, manufacturing and utilities supervisors and central control operators [92]	6.1
2013	Saskatchewan	Processing and manufacturing machine operators and related production workers [94]	4.3
2013	Saskatchewan	Assemblers in manufacturing [95]	2.8
2013	Saskatchewan	Labourers in processing, manufacturing and utilities [96]	2
2013	Alberta	Total employed, all occupations	2199.2
2013	Alberta	Management occupations [0]	208
2013	Alberta	Senior management occupations [00]	7.9
2013	Alberta	Specialized middle management occupations [01-05]	51.1
2013	Alberta	Middle management occupations in retail and wholesale trade and customer services [06]	62.5
2013	Alberta	Middle management occupations in trades, transportation, production and utilities [07-09]	86.6
2013	Alberta	Business, finance and administration occupations [1]	359.6
2013	Alberta	Professional occupations in business and finance [11]	74.5
2013	Alberta	Administrative and financial supervisors and administrative occupations [12]	104.4
2013	Alberta	Finance, insurance and related business administrative occupations [13]	32.1
2013	Alberta	Office support occupations [14]	106.2
2013	Alberta	Distribution, tracking and scheduling co-ordination occupations [15]	42.5
2013	Alberta	Natural and applied sciences and related occupations [2]	189.4
2013	Alberta	Professional occupations in natural and applied sciences [21]	101.6
2013	Alberta	Technical occupations related to natural and applied sciences [22]	87.8
2013	Alberta	Health occupations [3]	132.2
2013	Alberta	Professional occupations in nursing [30]	34.9
2013	Alberta	Professional occupations in health (except nursing) [31]	31.6
2013	Alberta	Technical occupations in health [32]	36.5
2013	Alberta	Assisting occupations in support of health services [34]	29.3
2013	Alberta	Occupations in education, law and social, community and government services [4]	195.4
2013	Alberta	Professional occupations in education services [40]	62.3
2013	Alberta	Professional occupations in law and social, community and government services [41]	49.9
2013	Alberta	Paraprofessional occupations in legal, social, community and education services [42]	38.6
2013	Alberta	Occupations in front-line public protection services [43]	9.8
2013	Alberta	Care providers and educational, legal and public protection support occupations [44]	34.6
2013	Alberta	Occupations in art, culture, recreation and sport [5]	50.5
2013	Alberta	Professional occupations in art and culture [51]	16.6
2013	Alberta	Technical occupations in art, culture, recreation and sport [52]	33.9
2013	Alberta	Sales and service occupations [6]	489.8
2013	Alberta	Retail sales supervisors and specialized sales occupations [62]	67.3
2013	Alberta	Service supervisors and specialized service occupations [63]	73
2013	Alberta	Sales representatives and salespersons - wholesale and retail trade [64]	88.7
2013	Alberta	Service representatives and other customer and personal services occupations [65]	93.4
2013	Alberta	Sales support occupations [66]	64.2
2013	Alberta	Service support and other service occupations, n.e.c. [67]	103.3
2013	Alberta	Trades, transport and equipment operators and related occupations [7]	410.9
2013	Alberta	Industrial, electrical and construction trades [72]	160
2013	Alberta	Maintenance and equipment operation trades [73]	88.8
2013	Alberta	Other installers, repairers and servicers and material handlers [74]	39.5
2013	Alberta	Transport and heavy equipment operation and related maintenance occupations [75]	94.3
2013	Alberta	Trades helpers, construction labourers and related occupations [76]	28.4
2013	Alberta	Natural resources, agriculture and related production occupations [8]	94
2013	Alberta	Supervisors and technical occupations in natural resources, agriculture and related production [82]	50.8
2013	Alberta	Workers in natural resources, agriculture and related production [84]	26.8
2013	Alberta	Harvesting, landscaping and natural resources labourers [86]	16.4
2013	Alberta	Occupations in manufacturing and utilities [9]	69.3
2013	Alberta	Processing, manufacturing and utilities supervisors and central control operators [92]	24.3
2013	Alberta	Processing and manufacturing machine operators and related production workers [94]	22.1
2013	Alberta	Assemblers in manufacturing [95]	11.4
2013	Alberta	Labourers in processing, manufacturing and utilities [96]	11.5
2013	British Columbia	Total employed, all occupations	2291
2013	British Columbia	Management occupations [0]	213.3
2013	British Columbia	Senior management occupations [00]	9.2
2013	British Columbia	Specialized middle management occupations [01-05]	63.7
2013	British Columbia	Middle management occupations in retail and wholesale trade and customer services [06]	83.8
2013	British Columbia	Middle management occupations in trades, transportation, production and utilities [07-09]	56.6
2013	British Columbia	Business, finance and administration occupations [1]	343.2
